group,movie_imdb_link,Cast FB Likes,name,Actor 1 FB Likes,Number of Voted Users,Director FB Likes,Number of Critic for Reviews,Number of Users for Reviews,Budget,Domestic Gross,Imdb Score
Comedy,http://www.imdb.com/title/tt0493430/?ref_=fn_tt_tt_1,1853,"JackassNumberTwo, director: Jeff Tremaine",608,56595,79,104,196,15554976.36,102915558.6,7.1
Documentary,http://www.imdb.com/title/tt0322802/?ref_=fn_tt_tt_1,1770,"JackassTheMovie, director: Jeff Tremaine",608,67992,79,106,327,8019835.563,103106714.4,6.6
Comedy Drama,http://www.imdb.com/title/tt0129280/?ref_=fn_tt_tt_1,1335,"TheOutofTowners, director: Sam Weisman",607,10446,39,62,105,70517116.05,50321225.56,5.3
Drama,http://www.imdb.com/title/tt0056172/?ref_=fn_tt_tt_1,1076,"LawrenceofArabia, director: David Lean",607,192775,767,181,559,84815379.58,212012354.1,8.4
Horror,http://www.imdb.com/title/tt0454082/?ref_=fn_tt_tt_1,1611,"BlackChristmas, director: Glen Morgan",607,19918,17,186,278,12726798.84,22958774.61,4.5
Horror,http://www.imdb.com/title/tt0054215/?ref_=fn_tt_tt_1,1885,"Psycho, director: Alfred Hitchcock",606,422432,13000,290,1040,36386831.88,39190833.89,8.5
Thriller Drama,http://www.imdb.com/title/tt0060490/?ref_=fn_tt_tt_1,2402,"Harper, director: Jack Smight",606,5941,22,22,74,17447475.86,59819917.25,7
Action,http://www.imdb.com/title/tt0100802/?ref_=fn_tt_tt_1,1441,"TotalRecall, director: Paul Verhoeven",605,240241,719,196,391,146321619.6,68920958.24,7.5
Thriller Drama,http://www.imdb.com/title/tt0099587/?ref_=fn_tt_tt_1,1290,"FlightoftheIntruder, director: John Milius",605,4795,468,13,39,79385315.28,32823423.63,5.7
Horror,http://www.imdb.com/title/tt0365748/?ref_=fn_tt_tt_1,1686,"ShaunoftheDead, director: Edgar Wright",605,395921,1000,246,859,7530192.337,20396089.2,8
Comedy,http://www.imdb.com/title/tt0884224/?ref_=fn_tt_tt_1,988,"WarInc, director: Joshua Seftel",603,20008,0,79,112,13277529.52,771241.2351,5.7
Drama,http://www.imdb.com/title/tt0243415/?ref_=fn_tt_tt_1,1281,"MercyStreets, director: Jon Gunn",602,448,16,15,16,1024958.082,296552.8302,5.6
Drama,http://www.imdb.com/title/tt0082122/?ref_=fn_tt_tt_1,1991,"Butterfly, director: Matt Cimber",602,870,32,15,18,311672.0731,0,4.5
Action,http://www.imdb.com/title/tt0366174/?ref_=fn_tt_tt_1,2730,"AnacondasTheHuntfortheBloodOrchid, director: Dwight H. Little",601,22243,27,94,144,37650961.68,47479960.59,4.6
Thriller Drama,http://www.imdb.com/title/tt0796355/?ref_=fn_tt_tt_1,2395,"Rockaway, director: Jeff Crook",601,355,5,8,6,2740482.093,0,4.6
Thriller Drama,http://www.imdb.com/title/tt1015471/?ref_=fn_tt_tt_1,1581,"TheSisterhoodofNight, director: Caryn Waechter",601,1354,0,23,17,1065024,7316.71488,6.3
Thriller Drama,http://www.imdb.com/title/tt1971352/?ref_=fn_tt_tt_1,1734,"Compliance, director: Craig Zobel",601,24668,25,286,175,316054.6982,373746.3864,6.4
Comedy Drama,http://www.imdb.com/title/tt1645170/?ref_=fn_tt_tt_1,1375,"TheDictator, director: Larry Charles",600,213863,119,313,310,76087242.17,69824936.72,6.4
Thriller Drama,http://www.imdb.com/title/tt0181865/?ref_=fn_tt_tt_1,1418,"Traffic, director: Steven Soderbergh",599,170684,0,223,867,81996646.57,212008267.6,7.6
Thriller Drama,http://www.imdb.com/title/tt0139809/?ref_=fn_tt_tt_1,2389,"TheThirteenthFloor, director: Josef Rusnak",599,51996,9,111,302,28206846.42,20821684.05,7
Comedy Drama,http://www.imdb.com/title/tt0162236/?ref_=fn_tt_tt_1,1030,"JustLooking, director: Jason Alexander",599,1238,700,20,25,5124790.411,68077.71581,6.7
Horror,http://www.imdb.com/title/tt0473553/?ref_=fn_tt_tt_1,2353,"TheToothFairy, director: Chuck Bowman",598,1263,42,32,32,59841038.03,74829043.84,4.6
Comedy,http://www.imdb.com/title/tt3450650/?ref_=fn_tt_tt_1,3552,"PaulBlartMallCop, director: Andy Fickman",598,23473,99,76,123,40470912,75657377.27,4.4
Drama,http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1,1645,"Hamlet, director: Kenneth Branagh",597,30618,0,85,224,34877564.31,8721510.859,7.8
Drama,http://www.imdb.com/title/tt0059113/?ref_=fn_tt_tt_1,1966,"DoctorZhivago, director: David Lean",597,55816,767,89,255,56589641.71,574750123.8,8
Comedy Drama,http://www.imdb.com/title/tt0071524/?ref_=fn_tt_tt_1,1218,"TheFrontPage, director: Billy Wilder",597,9007,0,34,50,15498403.9,58119014.64,7.3
Comedy Drama,http://www.imdb.com/title/tt0473308/?ref_=fn_tt_tt_1,1981,"Waitress, director: Adrienne Shelly",597,37714,191,173,204,2055361.57,26168246.89,7.1
Thriller Drama,http://www.imdb.com/title/tt0326806/?ref_=fn_tt_tt_1,2555,"CivilBrand, director: Neema Barnette",597,553,21,11,24,777115.8491,395230.2413,5.3
Adventure Action,http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1,1261,"FantasticFour, director: Josh Trank",596,110486,128,369,695,127802880,59766535.44,4.3
Horror,http://www.imdb.com/title/tt1438176/?ref_=fn_tt_tt_1,1393,"FrightNight, director: Craig Gillespie",596,85024,44,358,242,36240938.73,22105340.58,6.4
Adventure Fantasy,http://www.imdb.com/title/tt0311289/?ref_=fn_tt_tt_1,1293,"Holes, director: Andrew Davis",596,58222,99,106,331,31084633.97,104730230.6,7.1
Drama,http://www.imdb.com/title/tt0457308/?ref_=fn_tt_tt_1,1081,"ComeEarlyMorning, director: Joey Lauren Adams",596,2330,781,36,29,8484532.559,168915.7305,6.2
Adventure Fantasy,http://www.imdb.com/title/tt0120598/?ref_=fn_tt_tt_1,1139,"BarneysGreatAdventure, director: Steve Gomer",595,2724,9,24,53,27290123.91,20297431.73,2.8
Comedy Drama,http://www.imdb.com/title/tt1244668/?ref_=fn_tt_tt_1,1519,"SoulKitchen, director: Fatih Akin",595,29203,766,115,26,6108772.633,345209.2348,7.3
Thriller Drama,http://www.imdb.com/title/tt0083739/?ref_=fn_tt_tt_1,1105,"Classof, director: Mark L. Lester",595,6549,73,101,75,9787522.336,20976500.42,6.6
Action,http://www.imdb.com/title/tt0067065/?ref_=fn_tt_tt_1,2373,"EscapefromthePlanetoftheApes, director: Don Taylor",595,23546,11,74,92,10646481.02,52380686.6,6.3
Action,http://www.imdb.com/title/tt0069768/?ref_=fn_tt_tt_1,1432,"BattleforthePlanetoftheApes, director: J. Lee Thompson",595,22764,88,62,91,7197458.773,35187576.22,5.5
Action,http://www.imdb.com/title/tt0068408/?ref_=fn_tt_tt_1,941,"ConquestofthePlanetoftheApes, director: J. Lee Thompson",595,23268,88,80,95,7015123.151,40027467.39,6.1
Drama,http://www.imdb.com/title/tt0033729/?ref_=fn_tt_tt_1,1129,"HowGreenWasMyValley, director: John Ford",595,15840,673,74,124,13695156.74,0,7.8
Adventure Action,http://www.imdb.com/title/tt0086034/?ref_=fn_tt_tt_1,1898,"Octopussy, director: John Glen",594,74374,46,106,225,80249512.3,198143341.3,6.6
Drama,http://www.imdb.com/title/tt2334873/?ref_=fn_tt_tt_1,1353,"BlueJasmine, director: Woody Allen",594,150082,11000,415,384,20416970.17,37890347.49,7.3
Thriller Drama,http://www.imdb.com/title/tt1198101/?ref_=fn_tt_tt_1,1836,"Kites, director: Anurag Basu",594,9673,116,41,106,11469532.29,2101005.132,6
Adventure Action,http://www.imdb.com/title/tt0081573/?ref_=fn_tt_tt_1,2908,"SupermanII, director: Richard Lester",593,76331,44,121,269,167827398.4,336231955.2,6.8
Comedy,http://www.imdb.com/title/tt0086393/?ref_=fn_tt_tt_1,2329,"SupermanIII, director: Richard Lester",593,49934,44,95,224,113808399.3,174945754.8,4.9
Comedy Drama,http://www.imdb.com/title/tt0325258/?ref_=fn_tt_tt_1,2713,"DickieRobertsFormerChildStar, director: Sam Weisman",593,11815,39,75,117,26421938.87,35334658.79,5.6
Comedy Drama,http://www.imdb.com/title/tt0117608/?ref_=fn_tt_tt_1,2176,"SgtBilko, director: Jonathan Lynn",592,17810,36,23,73,75568056.01,58820215.84,5.7
Drama,http://www.imdb.com/title/tt0107840/?ref_=fn_tt_tt_1,1620,"PoeticJustice, director: John Singleton",592,8904,309,12,31,29815408.96,58460463.02,5.9
Thriller Drama,http://www.imdb.com/title/tt1281374/?ref_=fn_tt_tt_1,1227,"DonMcKay, director: Jake Goldberger",592,2050,2,39,17,7480129.754,17107.05675,5.9
Action,http://www.imdb.com/title/tt0473024/?ref_=fn_tt_tt_1,2000,"Crossover, director: Preston A. Whitmore II",592,8707,17,25,36,7918897.055,9912292.729,2.1
Thriller Drama,http://www.imdb.com/title/tt0373926/?ref_=fn_tt_tt_1,2100,"TheInterpreter, director: Sydney Pollack",591,86152,521,227,411,131340564,106105898.6,6.4
Adventure Action,http://www.imdb.com/title/tt0080745/?ref_=fn_tt_tt_1,2603,"FlashGordon, director: Mike Hodges",591,38017,24,100,247,112257882,86945205.02,6.4
Comedy Drama,http://www.imdb.com/title/tt0367652/?ref_=fn_tt_tt_1,1729,"DeuceBigalowEuropeanGigolo, director: Mike Bigelow",591,41239,2,98,166,32105471.2,32689431.78,4.6
Drama,http://www.imdb.com/title/tt0097499/?ref_=fn_tt_tt_1,1341,"HenryV, director: Kenneth Branagh",591,23441,0,46,108,21740725.55,24545518.29,7.7
Comedy Drama,http://www.imdb.com/title/tt0323572/?ref_=fn_tt_tt_1,2851,"ChasingPapi, director: Linda Mendoza",591,3419,17,32,41,13988085.28,9521591.737,4.8
Drama,http://www.imdb.com/title/tt0155197/?ref_=fn_tt_tt_1,1042,"SpeedwayJunky, director: Nickolas Perry",590,1434,5,8,43,1655294.06,28350.22137,5.2
Comedy Drama,http://www.imdb.com/title/tt3014666/?ref_=fn_tt_tt_1,2705,"MomsNightOut, director: Andrew Erwin",589,10483,10,49,125,5495523.84,11463340.69,5.4
Adventure Fantasy,http://www.imdb.com/title/tt1390539/?ref_=fn_tt_tt_1,2522,"TheLostMedallionTheAdventuresofBillyStone, director: Bill Muir",589,1278,19,10,16,2835690.301,623434.4527,4.8
Drama,http://www.imdb.com/title/tt0805526/?ref_=fn_tt_tt_1,916,"FacingtheGiants, director: Alex Kendrick",589,12399,589,31,382,141408.876,14393063.46,6.7
Thriller Drama,http://www.imdb.com/title/tt2263814/?ref_=fn_tt_tt_1,1707,"TheMaidsRoom, director: Michael Walker",587,719,5,8,9,659462.8608,0,4.5
Comedy,http://www.imdb.com/title/tt0387808/?ref_=fn_tt_tt_1,1490,"Idiocracy, director: Mike Judge",586,108052,406,121,434,3393813.024,627986.9196,6.6
Comedy,http://www.imdb.com/title/tt0065579/?ref_=fn_tt_tt_1,1581,"CottonComestoHarlem, director: Ossie Davis",586,1172,282,30,27,1318925.722,0,6.6
Drama,http://www.imdb.com/title/tt0300532/?ref_=fn_tt_tt_1,1165,"BlueCrush, director: John Stockwell",585,26066,134,69,216,48119013.38,64348626.29,5.6
Thriller Drama,http://www.imdb.com/title/tt1921149/?ref_=fn_tt_tt_1,679,"Trash, director: Stephen Daldry",585,14437,335,101,26,12780288,18620.87962,7.2
Action,http://www.imdb.com/title/tt0463985/?ref_=fn_tt_tt_1,1235,"TheFastandtheFuriousTokyoDrift, director: Justin Lin",584,179500,681,158,378,120197544.6,88543888.88,6
Thriller Drama,http://www.imdb.com/title/tt0113845/?ref_=fn_tt_tt_1,1132,"MoneyTrain, director: Joseph Ruben",584,32224,29,40,62,135975997.4,70635995.28,5.6
Comedy Drama,http://www.imdb.com/title/tt0250310/?ref_=fn_tt_tt_1,3850,"CorkyRomano, director: Rob Pritts",584,10966,5,62,100,18208234.66,39691306.4,4.6
Comedy Drama,http://www.imdb.com/title/tt0087428/?ref_=fn_tt_tt_1,2024,"TheHotelNewHampshire, director: Tony Richardson",584,6595,62,9,61,21207587.82,14542348.35,6
Comedy Family,http://www.imdb.com/title/tt0903131/?ref_=fn_tt_tt_1,2668,"AllHat, director: Leonard Farlinger",584,436,0,8,8,6505989.464,20179.18936,5.3
Horror,http://www.imdb.com/title/tt1881002/?ref_=fn_tt_tt_1,1885,"Maggie, director: Henry Hobson",584,30219,9,256,200,4792608,199278.7707,5.6
Comedy Drama,http://www.imdb.com/title/tt0110189/?ref_=fn_tt_tt_1,1002,"TheJerkyBoys, director: James Melkonian",584,2129,7,10,37,7998588.083,15107845.15,4.6
Comedy Drama,http://www.imdb.com/title/tt0118866/?ref_=fn_tt_tt_1,3011,"Clockwatchers, director: Jill Sprecher",584,4049,11,41,111,3638683.188,978711.1718,6.4
Drama,http://www.imdb.com/title/tt0338497/?ref_=fn_tt_tt_1,1307,"ThisThingofOurs, director: Danny Provenzano",584,508,84,5,18,3108463.397,57859.38343,5.4
Comedy,http://www.imdb.com/title/tt0106233/?ref_=fn_tt_tt_1,1218,"Airborne, director: Rob Bowman",584,5061,38,9,70,1404687.548,0,6.2
Drama,http://www.imdb.com/title/tt0377043/?ref_=fn_tt_tt_1,1924,"TheCalifornians, director: Jonathan Parker",584,299,0,2,11,729669.8001,6032.909907,5
Drama,http://www.imdb.com/title/tt0166485/?ref_=fn_tt_tt_1,804,"AnnaandtheKing, director: Andy Tennant",582,31080,72,91,217,132219592.6,69196908.71,6.7
Action,http://www.imdb.com/title/tt0093894/?ref_=fn_tt_tt_1,2373,"TheRunningMan, director: Paul Michael Glaser",581,112669,343,120,226,77181314.95,98076869.62,6.6
Adventure Action,http://www.imdb.com/title/tt0070328/?ref_=fn_tt_tt_1,1865,"LiveandLetDie, director: Guy Hamilton",581,74957,82,136,251,27990117.45,141550022.5,6.8
Horror,http://www.imdb.com/title/tt1778304/?ref_=fn_tt_tt_1,2371,"ParanormalActivity, director: Henry Joost",581,76828,24,251,314,6040156.455,125670054,5.8
Drama,http://www.imdb.com/title/tt0058414/?ref_=fn_tt_tt_1,835,"NothingButaMan, director: Michael Roemer",581,891,0,24,26,351171.8869,20181.84834,8.1
Comedy Family,http://www.imdb.com/title/tt0107120/?ref_=fn_tt_tt_1,1275,"HocusPocus, director: Kenny Ortega",580,60494,197,36,132,59630817.92,83824938.29,6.7
Drama,http://www.imdb.com/title/tt1661420/?ref_=fn_tt_tt_1,1129,"Polisse, director: Maíëíwenn",580,10796,236,163,33,10418099.31,207177.3664,7.3
Animation,http://www.imdb.com/title/tt0120630/?ref_=fn_tt_tt_1,1817,"ChickenRun, director: Peter Lord",579,140499,91,187,358,71747065.75,182432143.8,7
Comedy Drama,http://www.imdb.com/title/tt1127896/?ref_=fn_tt_tt_1,1500,"TakingWoodstock, director: Ang Lee",579,24663,0,210,71,37310887.21,9598166.553,6.7
Drama,http://www.imdb.com/title/tt0433416/?ref_=fn_tt_tt_1,1637,"TheNamesake, director: Mira Nair",579,16530,300,167,117,11647048.89,18649694.54,7.6
Thriller Drama,http://www.imdb.com/title/tt0159273/?ref_=fn_tt_tt_1,2544,"BehindEnemyLines, director: John Moore",578,86902,212,131,411,66211762.41,97423543.59,6.4
Thriller Drama,http://www.imdb.com/title/tt2800038/?ref_=fn_tt_tt_1,3382,"AtlasShruggedWhoIsJohnGalt, director: James Manera",578,1900,0,12,56,5495523.84,936096.5399,4.4
Comedy Drama,http://www.imdb.com/title/tt0122906/?ref_=fn_tt_tt_1,643,"AmongGiants, director: Sam Miller",578,811,12,31,26,7051711.605,113460.2768,5.9
Comedy Drama,http://www.imdb.com/title/tt0118541/?ref_=fn_tt_tt_1,1363,"HeadsinaDuffelBag, director: Tom Schulman",578,8005,45,30,49,5632681.575,6764632.775,5.3
Comedy Family,http://www.imdb.com/title/tt1212022/?ref_=fn_tt_tt_1,1730,"TheLionofJudah, director: Deryck Broom",578,458,11,7,3,1812046.937,0,3.7
Thriller Drama,http://www.imdb.com/title/tt0144214/?ref_=fn_tt_tt_1,2321,"TheGeneralsDaughter, director: Simon West",577,42705,165,113,274,105775674.1,181063012.1,6.3
Comedy Drama,http://www.imdb.com/title/tt0329028/?ref_=fn_tt_tt_1,1653,"DumbandDumbererWhenHarryMetLloyd, director: Troy Miller",577,30651,14,85,267,46626950.95,40743944.62,3.4
Drama,http://www.imdb.com/title/tt0388980/?ref_=fn_tt_tt_1,1217,"TheGreatestGameEverPlayed, director: Bill Paxton",577,22289,0,86,106,36483490,22373557.16,7.5
Drama,http://www.imdb.com/title/tt0824758/?ref_=fn_tt_tt_1,1341,"TheLastStation, director: Michael Hoffman",577,15352,97,184,82,22440389.26,8250417.309,7
Adventure Action,http://www.imdb.com/title/tt1043726/?ref_=fn_tt_tt_1,1520,"TheLegendofHercules, director: Renny Harlin",576,44891,212,156,202,76937333.76,20716517.99,4.2
Thriller Drama,http://www.imdb.com/title/tt1702439/?ref_=fn_tt_tt_1,1554,"SafeHaven, director: Lasse Hallstríë_m",576,78008,529,184,160,31759731.38,80986316.85,6.7
Drama,http://www.imdb.com/title/tt0388838/?ref_=fn_tt_tt_1,776,"Clean, director: Olivier Assayas",576,3924,107,81,39,14140.8876,196149.666,6.9
Comedy Drama,http://www.imdb.com/title/tt0065446/?ref_=fn_tt_tt_1,1970,"TheBalladofCableHogue, director: Sam Peckinpah",575,6350,541,31,62,16335484.67,15382035.77,7.3
Comedy,http://www.imdb.com/title/tt3367294/?ref_=fn_tt_tt_1,1335,"Compadres, director: Enrique Begne",574,368,0,5,8,3096000,3227861.736,5
Thriller Drama,http://www.imdb.com/title/tt0158583/?ref_=fn_tt_tt_1,1983,"Deterrence, director: Rod Lurie",574,2256,37,29,79,1366610.776,246985.8573,6.5
Drama,http://www.imdb.com/title/tt1549572/?ref_=fn_tt_tt_1,1303,"AnotherEarth, director: Mike Cahill",574,71387,135,242,228,211405.4759,1596043.694,7
Family,http://www.imdb.com/title/tt0184907/?ref_=fn_tt_tt_1,2241,"SnowDay, director: Chris Koch",571,9285,13,42,91,22207425.11,102509991.9,4.9
Comedy Drama,http://www.imdb.com/title/tt1547090/?ref_=fn_tt_tt_1,2006,"WithoutMen, director: Gabriela Tagliavini",571,1427,20,4,12,5677747.068,0,3.2
Horror,http://www.imdb.com/title/tt0465430/?ref_=fn_tt_tt_1,1258,"TheCottage, director: Paul Andrew Williams",570,10056,46,80,82,6638764.759,0,6.2
Documentary,http://www.imdb.com/title/tt1702443/?ref_=fn_tt_tt_1,714,"JustinBieberNeverSayNever, director: Jon M. Chu",569,74351,209,84,233,15704406.78,88203087.96,1.6
Horror,http://www.imdb.com/title/tt0848557/?ref_=fn_tt_tt_1,1797,"DiaryoftheDead, director: George A. Romero",569,40800,0,280,332,3651320.618,1264844.017,5.7
Comedy,http://www.imdb.com/title/tt1114740/?ref_=fn_tt_tt_1,2954,"PaulBlartMallCop, director: Steve Carr",567,84209,41,167,201,40470912,75657377.27,5.2
Comedy Family,http://www.imdb.com/title/tt3760922/?ref_=fn_tt_tt_1,2259,"MyBigFatGreekWedding, director: Kirk Jones",567,13562,52,156,103,18576000,61599672.36,6.1
Drama,http://www.imdb.com/title/tt0091635/?ref_=fn_tt_tt_1,711,"Weeks, director: Adrian Lyne",567,29591,213,38,118,989194.2912,0,5.9
Comedy Drama,http://www.imdb.com/title/tt0865559/?ref_=fn_tt_tt_1,2016,"MyLifeinRuins, director: Donald Petrie",567,15033,80,112,75,21871899.4,11148500.82,5.9
Comedy,http://www.imdb.com/title/tt0188453/?ref_=fn_tt_tt_1,1775,"BirthdayGirl, director: Jez Butterworth",567,21530,16,111,159,20851572.46,7891351.382,6.1
Drama,http://www.imdb.com/title/tt1486193/?ref_=fn_tt_tt_1,708,"DaysofWar, director: Renny Harlin",567,12128,212,74,61,14496375.49,21115.17894,5.6
Comedy Family,http://www.imdb.com/title/tt0259446/?ref_=fn_tt_tt_1,1495,"MyBigFatGreekWedding, director: Joel Zwick",567,102071,38,168,756,18576000,61599672.36,6.6
Drama,http://www.imdb.com/title/tt0120094/?ref_=fn_tt_tt_1,1735,"Selena, director: Gregory Nava",565,19126,16,37,155,37551210.5,66559732.78,6.7
Drama,http://www.imdb.com/title/tt2194499/?ref_=fn_tt_tt_1,1595,"AboutTime, director: Richard Curtis",565,202341,628,274,391,13611313.45,17381557.66,7.8
Comedy Drama,http://www.imdb.com/title/tt1573072/?ref_=fn_tt_tt_1,1121,"Housefull, director: Sajid Khan",564,8598,0,10,43,12591551.75,1475652.571,5.3
Drama,http://www.imdb.com/title/tt0079826/?ref_=fn_tt_tt_1,1097,"TheRose, director: Mark Rydell",563,6142,43,32,52,28135032.6,96652112.01,6.9
Comedy Drama,http://www.imdb.com/title/tt3110770/?ref_=fn_tt_tt_1,2628,"RoadHard, director: Adam Carolla",563,1351,102,14,11,1597536,120527.7011,6.1
Drama,http://www.imdb.com/title/tt0487156/?ref_=fn_tt_tt_1,1284,"InHerLineofFire, director: Brian Trenchard-Smith",563,783,53,8,12,1414088.76,1250.054464,4.1
Drama,http://www.imdb.com/title/tt2006295/?ref_=fn_tt_tt_1,2230,"The, director: Patricia Riggen",562,21098,36,120,56,26625600,13022817.4,6.9
Comedy,http://www.imdb.com/title/tt0258038/?ref_=fn_tt_tt_1,2238,"PootieTang, director: Louis C.K.",560,11399,0,31,131,5793529.211,5451310.406,5.2
Drama,http://www.imdb.com/title/tt1398426/?ref_=fn_tt_tt_1,2702,"StraightOuttaCompton, director: F. Gary Gray",559,119928,473,349,331,29820672,171531364.9,7.9
Drama,http://www.imdb.com/title/tt0075860/?ref_=fn_tt_tt_1,1591,"CloseEncountersoftheThirdKind, director: Steven Spielberg",559,139288,14000,171,339,70504670.51,585188765.2,7.7
Drama,http://www.imdb.com/title/tt0075147/?ref_=fn_tt_tt_1,1199,"RobinandMarian, director: Richard Lester",559,8930,44,27,90,18190204.99,29104327.98,6.6
Drama,http://www.imdb.com/title/tt0060665/?ref_=fn_tt_tt_1,1238,"AManforAllSeasons, director: Fred Zinnemann",559,23713,160,62,167,19441473.1,141324554.5,7.9
Animation,http://www.imdb.com/title/tt0120917/?ref_=fn_tt_tt_1,2039,"TheEmperorsNewGroove, director: Mark Dindal",558,128285,10,141,297,170826347,152542073.7,7.3
Action,http://www.imdb.com/title/tt1612319/?ref_=fn_tt_tt_1,1702,"ReKill, director: Valeri Milev",557,1763,6,18,26,10775623.15,0,5.1
Thriller Drama,http://www.imdb.com/title/tt0279331/?ref_=fn_tt_tt_1,1873,"DarkBlue, director: Ron Shelton",556,17261,41,71,125,23313475.47,14357168.69,6.6
Thriller Drama,http://www.imdb.com/title/tt1075419/?ref_=fn_tt_tt_1,996,"ShinjukuIncident, director: Tung-Shing Yee",556,9177,3,53,53,18700324.39,0,7.1
Thriller Drama,http://www.imdb.com/title/tt0107079/?ref_=fn_tt_tt_1,2149,"SugarHill, director: Leon Ichaso",556,3119,5,14,35,20636357.25,37707674.42,5.9
Drama,http://www.imdb.com/title/tt0053793/?ref_=fn_tt_tt_1,1444,"ElmerGantry, director: Richard Brooks",556,7998,174,42,81,18066082.97,62629087.61,7.9
Comedy Drama,http://www.imdb.com/title/tt0134630/?ref_=fn_tt_tt_1,1227,"Duets, director: Bruce Paltrow",555,8217,28,65,123,27332215.52,8087320.71,6
Comedy Family,http://www.imdb.com/title/tt0462244/?ref_=fn_tt_tt_1,1752,"DaddyDayCamp, director: Fred Savage",555,12339,0,52,32,8221446.278,18135506.1,2.9
Drama,http://www.imdb.com/title/tt0106226/?ref_=fn_tt_tt_1,1068,"TheAgeofInnocence, director: Martin Scorsese",554,36267,17000,56,150,72408850.33,68181436.37,7.2
Drama,http://www.imdb.com/title/tt2967008/?ref_=fn_tt_tt_1,1041,"TheFaceofanAngel, director: Michael Winterbottom",554,2863,187,78,25,27690624,0,4.7
